time,x1_disp,x2_disp,force1,force2
0.085938,-0.00361098,-0.003942991,78.954563,7.999581
0.086914,-0.003471381,-0.004035471,-5.931916,14.291307
0.087891,-0.003243402,-0.004113864,65.300087,10.969125
0.088867,-0.002939338,-0.004175108,-20.546362,55.314436
0.089844,-0.002573595,-0.0041977,21.437822,76.7878
0.09082,-0.002175346,-0.004148339,9.161722,-61.223452
0.091797,-0.001739135,-0.004080833,-68.40796,82.546397
0.092773,-0.001317048,-0.00399048,86.183286,-8.975961
0.09375,-0.00088105,-0.003850767,-19.159366,73.072215
0.094727,-0.000416766,-0.003664663,-55.352284,-44.736351
0.095703,-6.19e-07,-0.003447977,32.16634,-19.730256
0.09668,0.000384132,-0.003243885,-0.256093,-8.172145
0.097656,0.0007563,-0.003033969,16.878727,70.374093
0.098633,0.001101823,-0.002774546,4.529245,32.19694
0.099609,0.00141699,-0.002446145,-102.508605,-2.43592
0.100586,0.001640166,-0.002083746,-42.161514,-60.940653
0.101562,0.001746817,-0.001732649,-43.907618,-16.706172
0.102539,0.001764899,-0.001401006,45.795127,-66.319636
0.103516,0.001738057,-0.001093031,1.531575,-24.208472
0.104492,0.00169023,-0.000813992,-16.383655,50.137891
0.105469,0.00159459,-0.00051015,26.905772,66.869905
0.106445,0.001467257,-0.000140403,-7.725284,-34.797131
0.107422,0.00131727,0.000251958,-11.192941,12.12484
0.108398,0.001132035,0.00063799,8.828668,-54.219404
0.109375,0.000925723,0.001005321,4.524489,11.411417
0.110352,0.000712334,0.001350625,125.873702,93.842231
0.111328,0.000554104,0.001741577,-42.662168,-14.369168
0.112305,0.000433707,0.002162848,-73.1721,-29.535351
0.113281,0.000261343,0.002552712,15.78025,60.292681
0.114258,7.0948e-05,0.002943808,-36.454192,-32.707322
0.115234,-0.000113762,0.003331508,-107.364451,-8.133296
0.116211,-0.000345275,0.003680227,-53.120721,-26.471971
0.117188,-0.000624226,0.003989873,-43.843039,-4.713128
0.118164,-0.000912504,0.004259076,-87.88642,-73.352262
0.119141,-0.001218906,0.00446262,106.462356,-64.371129
0.120117,-0.001464202,0.004569641,-54.839279,91.845676
0.121094,-0.001627319,0.004657306,145.253358,-58.578331
0.12207,-0.001686123,0.004727103,-18.412448,17.077778
0.123047,-0.001622507,0.004743006,86.434882,-49.342854
0.124023,-0.001466322,0.004709851,-12.263892,38.866879
0.125,-0.001218926,0.004639285,21.738304,-18.807804
0.125977,-0.000917303,0.004547654,-6.691148,-68.74479
0.126953,-0.000566312,0.004385931,-11.908687,-13.319375
0.12793,-0.000190814,0.004159707,11.608494,-27.766361
0.128906,0.000208283,0.003891852,23.576926,50.635791
0.129883,0.000637506,0.003616494,7.771466,17.58782
0.130859,0.001084005,0.003358966,2.657767,0.00422
0.131836,0.001526624,0.003098887,-36.077902,15.824713
0.132812,0.001933493,0.00283912,-4.86433,104.658415
0.133789,0.002291033,0.002632973,78.667745,19.292328
0.134766,0.002645186,0.002484875,-38.15286,-55.620574
0.135742,0.002971471,0.002321039,59.557148,13.137461
0.136719,0.003253055,0.002141157,24.00717,-87.229299
0.137695,0.003512513,0.001932615,46.371924,22.721017
0.138672,0.003736943,0.001702638,-55.521534,-23.57624
0.139648,0.003882613,0.001483821,13.18586,2.62334
0.140625,0.003929971,0.001268413,-14.608559,-5.174413
0.141602,0.003896805,0.001066477,-12.598869,7.628126
0.142578,0.00377103,0.000881146,73.574599,-128.332922
0.143555,0.003596827,0.000653999,-11.842513,8.825621
0.144531,0.003377304,0.000386038,14.799699,-18.595729
0.145508,0.003088321,0.000129724,-87.836089,16.399774
0.146484,0.002699088,-0.000111586,86.367511,-76.69307
0.147461,0.002251572,-0.000366495,43.191401,-16.426261
0.148438,0.00181658,-0.00065153,-3.066217,-52.644926
0.149414,0.001359604,-0.000956029,-16.722809,65.00223
0.150391,0.000860763,-0.001241953,29.132762,86.61558
0.151367,0.000345165,-0.001444254,58.870594,21.954334
0.152344,-0.000140977,-0.001585345,87.196726,21.949658
0.15332,-0.000560405,-0.001697909,41.399409,-14.828548
0.154297,-0.000913188,-0.001801096,3.327291,-34.871191
0.155273,-0.001232355,-0.001923264,49.479197,-58.915181
0.15625,-0.001507874,-0.002086379,39.117517,-9.532553
0.157227,-0.001717957,-0.002278729,58.562355,37.543449
0.158203,-0.001855061,-0.002454377,91.032308,36.538735
0.15918,-0.001892858,-0.002591148,-78.602013,-3.347659
0.160156,-0.001896982,-0.00270804,-58.60036,-25.913992
0.161133,-0.001939086,-0.002834287,75.561422,31.876691
0.162109,-0.001945482,-0.002952604,-34.946521,-50.685868
0.163086,-0.001905751,-0.003074182,1.639105,-60.828007
0.164062,-0.001856738,-0.003242258,-33.557014,15.600474
0.165039,-0.001799855,-0.003423961,57.765602,30.438074
0.166016,-0.001710617,-0.003574549,-114.564475,15.218336
0.166992,-0.001630507,-0.003693013,3.601679,20.694514
0.167969,-0.001587383,-0.003783075,80.810484,-103.161914
0.168945,-0.001489763,-0.003900445,-29.555171,29.545316
0.169922,-0.001356608,-0.004039558,-79.07972,73.797452
0.170898,-0.001267559,-0.004114752,18.417831,42.329199
0.171875,-0.001201786,-0.004119307,-28.547183,40.688184
0.172852,-0.001136661,-0.004068784,53.423578,11.643901
0.173828,-0.001056621,-0.003977862,11.720045,13.517162
0.174805,-0.000943943,-0.003859597,-43.167263,-7.376434
0.175781,-0.000846504,-0.003723168,-7.626127,19.169693
0.176758,-0.000774725,-0.003566154,49.991212,-52.926804
0.177734,-0.000684977,-0.003410754,-6.250452,74.072777
0.178711,-0.000577896,-0.003231123,-37.179411,-41.112501
0.179688,-0.000496289,-0.003022151,10.11531,42.21926
0.180664,-0.000432881,-0.002799724,0.571303,66.44803
0.181641,-0.000369833,-0.002513551,42.839699,42.091003
0.182617,-0.000291397,-0.00216505,27.705825,116.382655
0.183594,-0.000184608,-0.001731991,-10.258084,-100.176115
0.18457,-7.4847e-05,-0.001284162,80.212718,-22.884972
0.185547,6.2756e-05,-0.000889561,5.394022,65.477534
0.186523,0.000234484,-0.000470537,-80.112977,-62.582361
0.1875,0.000362511,-4.7439e-05,-80.063897,-39.706815
0.188477,0.000405957,0.000328021,21.98183,26.209392
0.189453,0.000414835,0.000696458,13.813709,-70.638294
0.19043,0.000435596,0.001041241,-115.505172,2.717679
0.191406,0.000404186,0.001349534,-23.588802,22.969289
0.192383,0.000305612,0.001664099,35.097681,6.912072
0.193359,0.000215536,0.001984718,38.006654,11.460569
0.194336,0.000166777,0.002303765,26.503235,-35.233663
0.195312,0.000157743,0.002599244,-8.980571,9.838805
0.196289,0.000167624,0.00286889,41.026424,-19.687059
0.197266,0.00020444,0.003118799,26.058363,-13.29194
0.198242,0.000285112,0.003336939,-5.877108,41.475952
0.199219,0.000386484,0.003551836,-99.653019,-64.823616
0.200195,0.000447655,0.003738268,-74.10927,-116.680806
0.201172,0.000436088,0.003820307,-33.913222,37.471695
0.202148,0.000384022,0.003846438,-14.244203,9.889504
0.203125,0.000321395,0.003876589,54.460875,66.384307
0.204102,0.000291766,0.003924069,-3.456897,67.679294
0.205078,0.000300952,0.004015966,4.606333,-41.869911
0.206055,0.000325386,0.004100166,-29.720018,-74.026826
0.207031,0.000352327,0.004108961,-44.406693,-17.900834
0.208008,0.000357898,0.004054057,40.179251,86.038492
0.208984,0.000375031,0.004012151,-69.109076,19.641373
0.209961,0.000391295,0.004001368,-52.027197,23.734854
0.210938,0.000362579,0.003992076,-6.554333,-91.545291
0.211914,0.000319384,0.003931201,46.41485,-30.250036
0.212891,0.000309051,0.003793348,-26.695012,-53.487621
0.213867,0.000321217,0.003597536,-32.714164,21.394522
0.214844,0.000316887,0.003369612,-9.462217,16.4331
0.21582,0.000303244,0.003144101,18.096093,66.033083
0.216797,0.000303583,0.002943392,-17.139308,-73.842891
0.217773,0.000313081,0.002725487,53.361121,-16.574409
0.21875,0.000347039,0.002452381,55.729622,19.168856
0.219727,0.000437669,0.002170214,-6.556877,17.438795
0.220703,0.000552712,0.001897168,97.550628,103.849026
0.22168,0.000708037,0.00167564,3.469057,8.00953
0.222656,0.000903551,0.001503009,53.812008,-42.283052
0.223633,0.001113113,0.001311548,16.653519,-1.293142
0.224609,0.001337227,0.001099048,15.695411,-41.66844
0.225586,0.001551688,0.000868097,-79.478375,-103.649172
0.226562,0.001704905,0.000572386,-55.869206,-22.933764
0.227539,0.001758355,0.000223348,-14.659579,96.861558
0.228516,0.0017404,-8.139e-05,55.299668,-48.104556
0.229492,0.001703069,-0.000352507,17.385423,-20.353912
0.230469,0.001660978,-0.000644588,-14.218192,9.266282
0.231445,0.001580542,-0.000928975,30.958556,-16.962924
0.232422,0.001468742,-0.001203046,53.192577,-57.096911
0.233398,0.001358736,-0.001497588,0.316953,129.883686
0.234375,0.001236794,-0.001741574,11.153987,71.660725
0.235352,0.001084586,-0.001873358,4.576009,29.038855
0.236328,0.000906995,-0.001941326,-2.83916,-8.520379
0.237305,0.000701081,-0.001984443,-38.97412,21.515068
0.238281,0.000450628,-0.002007241,-42.576859,33.279262
0.239258,0.000142455,-0.001991152,54.26435,18.32657
0.240234,-0.000171938,-0.001939542,-14.312437,22.698279
0.241211,-0.000472016,-0.001859456,-15.433653,46.777356
0.242188,-0.000783847,-0.001739457,-91.570304,-16.780368
0.243164,-0.001136577,-0.001600798,-99.5406,-74.753042
0.244141,-0.001561425,-0.001504067,68.193111,44.759249
0.245117,-0.001972288,-0.001422581,-35.974012,-75.125173
0.246094,-0.00232977,-0.001359064,-148.226442,-27.174775
0.24707,-0.002728797,-0.001349937,121.020751,21.744214
0.248047,-0.003085665,-0.001351104,-27.978614,23.25401
0.249023,-0.003335897,-0.001340297,-78.047918,-14.866168
0.25,-0.003569032,-0.001336355,4.973874,-4.305033
0.250977,-0.003764345,-0.001353594,39.540306,17.232261
0.251953,-0.003862116,-0.001377525,33.416301,-34.418614
0.25293,-0.003847438,-0.001422757,44.89077,81.446847
0.253906,-0.003718987,-0.001458211,-48.507476,-44.384783
0.254883,-0.00351933,-0.001487751,66.789217,-9.567199
0.255859,-0.003242969,-0.001553404,70.19107,-22.126786
0.256836,-0.002840491,-0.001642544,72.752279,6.574291
0.257812,-0.002319107,-0.001744694,12.911441,78.235901
0.258789,-0.001718659,-0.001808624,-18.088524,-47.056105
0.259766,-0.001096153,-0.00185647,-22.42821,22.616698
0.260742,-0.000482386,-0.001911155,-78.287954,31.873545
0.261719,8.0376e-05,-0.001931601,-26.938566,57.390633
0.262695,0.000577987,-0.001898326,-119.713015,-39.328289
0.263672,0.000980409,-0.001843018,-84.323408,-41.311473
0.264648,0.001252553,-0.00181099,12.383295,-8.961331
0.265625,0.001452016,-0.00178652,-12.668878,-7.959244
0.266602,0.00160895,-0.001752824,10.169412,-50.426802
0.267578,0.001719306,-0.001729068,35.342482,33.133299
0.268555,0.001803851,-0.001695206,19.251897,27.826672
0.269531,0.001865406,-0.001613789,14.8209,101.753665
0.270508,0.001893524,-0.001452405,-4.354709,-15.354161
0.271484,0.001877503,-0.001232619,-37.676379,-51.613134
0.272461,0.001794178,-0.001028886,-62.223589,-44.439866
0.273438,0.001619347,-0.000856612,-3.534019,16.714756
0.274414,0.001374542,-0.000685077,2.557103,-38.276764
0.275391,0.00109715,-0.000513644,45.009228,36.970634
0.276367,0.000817402,-0.000335001,-7.982415,-32.645807
0.277344,0.000537348,-0.000148962,27.421396,9.398679
0.27832,0.000255792,2.8879e-05,-72.406363,-3.399013
0.279297,-5.0778e-05,0.000209995,13.101791,-44.984739
0.280273,-0.000381293,0.000365865,9.49217,-72.741124
0.28125,-0.00068877,0.000461003,66.809305,62.397499
0.282227,-0.00094062,0.000544627,-12.625867,18.172717
0.283203,-0.001141725,0.000658283,-120.496098,-57.817383
0.28418,-0.001376304,0.000742966,-14.688946,-53.606651
0.285156,-0.001639531,0.000762868,35.719824,99.864827
0.286133,-0.001851257,0.0007918,-58.830736,-41.87317
0.287109,-0.002027968,0.000834034,11.772418,80.555807
0.288086,-0.002177084,0.000879246,-61.118716,12.451806
0.289062,-0.002296375,0.000952252,91.064943,-82.587957
0.290039,-0.002345316,0.000974345,-64.05346,-21.18033
0.291016,-0.002324749,0.000929412,-26.029421,40.630064
0.291992,-0.002291255,0.000876639,12.082986,-88.748103
0.292969,-0.002209816,0.000784344,25.77052,-28.876944
0.293945,-0.002058491,0.000620605,63.722361,-31.379377
0.294922,-0.001817387,0.000414646,-31.830764,27.056581
0.295898,-0.001520826,0.000195661,38.146324,22.404968
0.296875,-0.001188818,-7.971e-06,-84.279866,26.901722
0.297852,-0.000854871,-0.000193501,-51.715403,11.763806
0.298828,-0.000569852,-0.000363358,-71.186722,22.316107
0.299805,-0.000334452,-0.00051737,-40.329945,-64.131733
0.300781,-0.000148912,-0.000689721,35.691007,12.082226
0.301758,3.2823e-05,-0.000883284,-30.69884,72.558942
0.302734,0.000210289,-0.001030972,-22.032621,1.605384
0.303711,0.000351536,-0.001136245,13.445672,-30.983297
0.304688,0.000474083,-0.001247205,23.556815,-26.672617
0.305664,0.000596373,-0.001376045,-20.581916,68.132132
0.306641,0.000698897,-0.001474217,-52.029303,-120.639017
0.307617,0.000743145,-0.001585576,80.54685,127.466398
0.308594,0.00077595,-0.001680946,-20.263463,-96.841902
0.30957,0.000811186,-0.001748444,-15.524199,-14.311147
0.310547,0.000802107,-0.001855057,-9.496192,-55.669402
0.311523,0.000753707,-0.001980641,28.978057,26.225369
0.3125,0.000687735,-0.002105435,-74.720281,34.959837
0.313477,0.000574102,-0.00218604,102.634249,8.598017
0.314453,0.000450284,-0.002231187,-16.866258,-7.100161
0.31543,0.000346148,-0.002261363,30.762838,-86.53358
0.316406,0.00022964,-0.002322326,8.219535,-19.523197
0.317383,0.00011488,-0.002420145,92.391251,-8.708637
0.318359,3.3159e-05,-0.002517766,83.394381,-55.187035
0.319336,2.1178e-05,-0.002632012,29.362958,15.970013
0.320312,4.8238e-05,-0.002750483,-43.452362,8.869806
0.321289,5.2715e-05,-0.002841944,60.625942,-16.189585
0.322266,4.9096e-05,-0.002921293,-84.598132,-0.878141
0.323242,1.7448e-05,-0.002992799,-45.121155,-17.117047
0.324219,-9.1843e-05,-0.003056809,-4.079388,-85.282611
0.325195,-0.000238068,-0.003153826,-80.782917,24.103342
0.326172,-0.000435351,-0.003264371,-26.135935,-128.237217
0.327148,-0.000690063,-0.003409461,39.242202,13.618488
0.328125,-0.000940158,-0.003594501,-35.693741,-65.841511
0.329102,-0.001185766,-0.003790064,41.790395,17.467531
0.330078,-0.001421326,-0.00399454,119.130114,21.00943
0.331055,-0.001569269,-0.004166641,19.385157,-8.346397
0.332031,-0.00163848,-0.004318528,40.838793,31.25426
0.333008,-0.001665797,-0.004444904,62.58625,-26.066146
0.333984,-0.001631003,-0.004553697,-21.770374,-23.955159
0.334961,-0.001565574,-0.004670419,39.540086,74.918722
0.335938,-0.001482568,-0.004745976,-22.942025,-21.238686
0.336914,-0.001384867,-0.004778375,15.703861,-12.288075
0.337891,-0.00128614,-0.004808538,47.602683,-112.588865
0.338867,-0.001155265,-0.004879259,-41.335252,-39.120817
0.339844,-0.001022865,-0.005002076,-116.017801,-48.181922
0.34082,-0.000970156,-0.005144932,-45.757806,-10.055233
0.341797,-0.001000621,-0.005292983,55.648295,-12.253033
0.342773,-0.001032395,-0.005428506,-51.540686,-2.847727
0.34375,-0.001068316,-0.00554754,52.458681,-48.797941
0.344727,-0.001109618,-0.005667116,-45.528744,27.927448
0.345703,-0.001153228,-0.005772131,-11.076806,32.374235
0.34668,-0.001228771,-0.005823719,-0.68234,35.083182
0.347656,-0.001313356,-0.005818757,-51.753906,-0.604233
0.348633,-0.001424339,-0.005773601,-10.534501,-60.794546
0.349609,-0.001563528,-0.005734865,-78.173897,34.287452
0.350586,-0.001740097,-0.005686861,-17.547619,-51.114014
0.351562,-0.001952942,-0.005626296,-4.808947,56.400943
0.352539,-0.002162075,-0.005544068,-114.036892,-74.831934
0.353516,-0.002408324,-0.005453152,-46.144322,73.058943
0.354492,-0.002705136,-0.005347426,14.129349,38.365862
0.355469,-0.002984207,-0.005175253,-57.008046,-55.976794
0.356445,-0.003243863,-0.005000559,22.390686,2.913717
0.357422,-0.003473676,-0.004842514,27.436941,-9.38355
0.358398,-0.003627878,-0.004680891,13.907186,7.905954
0.359375,-0.003706729,-0.004514888,38.888369,40.350414
0.360352,-0.003702575,-0.00432208,-80.9936,-112.363428
0.361328,-0.003660084,-0.004160769,50.08727,59.386255
0.362305,-0.00357418,-0.004022349,-51.031151,-92.99177
0.363281,-0.003432143,-0.003897817,4.951741,46.541911
0.364258,-0.00325814,-0.003793067,89.879726,25.814879
0.365234,-0.002988661,-0.00365108,-18.585835,-44.656531
0.366211,-0.002640706,-0.003514609,0.572565,-14.963235
0.367188,-0.002263983,-0.003401889,-50.753395,102.437783
0.368164,-0.001881575,-0.003241376,89.25842,56.802434
0.369141,-0.001458778,-0.00299789,-46.04252,42.750966
0.370117,-0.001001603,-0.002699058,31.98132,22.127281
0.371094,-0.000545676,-0.002360732,62.483263,31.768557
0.37207,-4.767e-05,-0.001987534,37.000712,31.845314
0.373047,0.000485542,-0.001574257,17.03957,-89.180556
0.374023,0.001022718,-0.001177968,4.181054,-27.809598
0.375,0.001538541,-0.000826266,-63.992048,84.090831
0.375977,0.001985223,-0.000435678,86.449767,67.96103
0.376953,0.002394718,3.9452e-05,12.760671,67.531256
0.37793,0.002797161,0.000590676,0.602659,10.139864
0.378906,0.003146023,0.001189282,-54.673569,19.849565
0.379883,0.003405157,0.001811176,3.019296,-65.132606
0.380859,0.003573909,0.002418415,-2.559856,-3.986478
0.381836,0.003676984,0.002997347,89.878058,44.710666
0.382812,0.003756855,0.003597766,0.572272,12.439365
0.383789,0.003816523,0.004224647,2.210619,-10.145699
0.384766,0.003816552,0.004848714,-54.12136,-7.552594
0.385742,0.003734587,0.005457097,-37.304913,-62.515777
0.386719,0.003557376,0.006021108,25.561091,19.563233
0.387695,0.003330108,0.006549827,-89.335376,-6.134232
0.388672,0.003036091,0.007066118,49.785069,52.961187
0.389648,0.00269651,0.007581573,51.291842,1.94566
0.390625,0.002388454,0.008095454,-42.252266,-54.184941
0.391602,0.002077422,0.008552458,17.230245,18.964002
0.392578,0.001756503,0.008956767,64.366556,54.998983
0.393555,0.001485494,0.009356673,-6.611433,-62.210294
0.394531,0.001260777,0.009710028,-15.95533,10.86156
0.395508,0.001050698,0.009992978,-10.104162,-28.894705
0.396484,0.000859576,0.010218909,12.644241,-25.197887
0.397461,0.000706243,0.010368657,-31.403304,15.572642
0.398438,0.00058437,0.010462026,-20.099629,12.205219
0.399414,0.000481407,0.010515829,13.660201,-56.97145
0.400391,0.000421093,0.010494845,-24.062056,71.888847
0.401367,0.000402415,0.010427566,-58.103976,-105.832722
0.402344,0.000391082,0.010291062,-93.092258,1.455497
0.40332,0.000353696,0.010052702,1.545864,-5.880543
0.404297,0.000318296,0.009761371,60.709491,-133.641722
0.405273,0.00035697,0.009354315,19.796694,78.07191
0.40625,0.000474803,0.008874307,-56.389038,-18.990326
0.407227,0.000610605,0.008379249,-37.644596,-44.717302
0.408203,0.000731408,0.007814112,-16.3131,71.374264
0.40918,0.000850656,0.007225808,91.869334,-16.796961
0.410156,0.001024154,0.006631391,95.253011,1.778824
0.411133,0.001297486,0.006001993,87.684551,-4.664932
0.412109,0.001658732,0.005348328,6.552891,18.273724
0.413086,0.002053859,0.004683755,158.942684,42.564279
0.414062,0.002504497,0.004036447,-35.363226,48.449894
0.415039,0.002976984,0.003426587,-18.091627,-24.487509
0.416016,0.003373703,0.002827776,45.430068,1.554279
0.416992,0.003721572,0.002222931,13.928796,0.699261
0.417969,0.004025266,0.001629076,16.829156,21.248295
0.418945,0.004261682,0.001060256,-96.848347,33.328633
0.419922,0.00437045,0.000536087,-49.100971,-72.114957
0.420898,0.004315954,1.5166e-05,-2.920562,4.19905
0.421875,0.004142145,-0.000513963,-34.675308,41.551593
0.422852,0.003857588,-0.000995438,-67.108758,-20.347187
0.423828,0.003436151,-0.001440224,-29.243707,-2.329364
0.424805,0.002888154,-0.001869245,13.943214,-50.394647
0.425781,0.002262635,-0.002297663,36.214134,3.150118
0.426758,0.001602442,-0.002723832,-94.597313,-97.929572
0.427734,0.000868348,-0.003171754,-0.615965,-11.048366
0.428711,5.7121e-05,-0.003649663,-5.171006,-1.399123
0.429688,-0.000773128,-0.004113369,11.277992,47.38248
0.430664,-0.001600866,-0.004536947,-55.555245,-58.59858
0.431641,-0.002434169,-0.004949972,-54.666193,14.445833
0.432617,-0.003288218,-0.005370354,62.247369,-21.566972
0.433594,-0.004090365,-0.005782762,-125.084992,-85.199643
0.43457,-0.00485931,-0.006236679,-41.651836,-27.886444
0.435547,-0.005629927,-0.006736624,-20.419431,1.929056
0.436523,-0.006338308,-0.007242338,-15.587317,52.466981
0.4375,-0.006959613,-0.007716522,-33.800865,-43.115898
0.438477,-0.007489596,-0.008181481,23.943777,-76.782103
0.439453,-0.007900918,-0.008698978,19.484585,5.127659
0.44043,-0.008162768,-0.009245131,-7.372124,79.413805
0.441406,-0.008288039,-0.009743804,-31.110372,103.014909
0.442383,-0.008301294,-0.010146567,-11.271572,-63.850822
0.443359,-0.008206814,-0.01051973,3.495979,-53.81226
0.444336,-0.007992891,-0.010935386,-37.587792,19.851665
0.445312,-0.007679686,-0.011350039,27.779104,-31.108385
0.446289,-0.007265186,-0.011749046,49.370257,57.875388
0.447266,-0.006719911,-0.012109922,71.815088,26.47067
0.448242,-0.00603746,-0.012400435,68.171436,-94.039921
0.449219,-0.005226222,-0.012687791,-15.895327,-43.350263
0.450195,-0.004348014,-0.012999221,5.961293,-28.572461
0.451172,-0.003453543,-0.013297268,-8.307892,94.108744
0.452148,-0.002560361,-0.013510147,-8.48599,20.689616
0.453125,-0.001695872,-0.013608849,-11.613466,3.785664
0.454102,-0.000880863,-0.013631608,0.300834,22.416203
0.455078,-0.00012876,-0.013573411,58.265377,82.3697
0.456055,0.000577964,-0.013393408,15.481004,29.477344
0.457031,0.001232343,-0.013085835,-57.543225,-4.393837
0.458008,0.001767008,-0.01269067,47.014473,43.298432
0.458984,0.002188269,-0.012200897,10.580487,44.319698
0.459961,0.00252244,-0.011594057,24.538335,60.015313
0.460938,0.002755524,-0.01086398,14.467958,-17.784916
0.461914,0.002888718,-0.010043509,16.792063,-146.529719
0.462891,0.002920372,-0.009235089,19.144287,-182.420641
0.463867,0.002856785,-0.008521064,-86.17317,22.58843
0.464844,0.002654729,-0.007824832,23.876467,-58.121439
